ts,Close,Low,High,Open,Volume
2021-01-04 09:01:00,14.4,14.3,14.4,14.35,363
2021-01-04 09:02:00,14.45,14.4,14.45,14.4,58
2021-01-04 09:03:00,14.45,14.4,14.45,14.45,57
2021-01-04 09:04:00,14.45,14.4,14.45,14.45,32
2021-01-04 09:05:00,14.4,14.4,14.45,14.45,73
2021-01-04 09:06:00,14.4,14.4,14.5,14.45,74
2021-01-04 09:07:00,14.45,14.4,14.45,14.4,18
2021-01-04 09:08:00,14.45,14.4,14.45,14.4,13
2021-01-04 09:09:00,14.45,14.4,14.45,14.4,97
2021-01-04 09:10:00,14.35,14.35,14.45,14.4,143
2021-01-04 09:11:00,14.3,14.3,14.3,14.3,15
2021-01-04 09:12:00,14.3,14.3,14.3,14.3,38
2021-01-04 09:13:00,14.35,14.3,14.35,14.3,23
2021-01-04 09:14:00,14.35,14.3,14.35,14.35,16
2021-01-04 09:15:00,14.35,14.3,14.35,14.35,85
2021-01-04 09:16:00,14.4,14.35,14.4,14.35,67
2021-01-04 09:17:00,14.35,14.3,14.35,14.35,28
2021-01-04 09:18:00,14.4,14.35,14.4,14.4,134
2021-01-04 09:19:00,14.25,14.25,14.4,14.4,426
2021-01-04 09:20:00,14.35,14.25,14.35,14.3,108
2021-01-04 09:21:00,14.3,14.3,14.35,14.3,23
2021-01-04 09:22:00,14.35,14.3,14.35,14.3,89
2021-01-04 09:23:00,14.35,14.35,14.35,14.35,45
2021-01-04 09:24:00,14.35,14.3,14.35,14.3,85
2021-01-04 09:25:00,14.3,14.3,14.35,14.35,13
2021-01-04 09:26:00,14.35,14.3,14.35,14.3,4
2021-01-04 09:27:00,14.35,14.35,14.35,14.35,11
2021-01-04 09:28:00,14.35,14.35,14.35,14.35,2
2021-01-04 09:29:00,14.35,14.35,14.35,14.35,14
2021-01-04 09:30:00,14.35,14.35,14.35,14.35,45
2021-01-04 09:31:00,14.35,14.35,14.35,14.35,56
2021-01-04 09:32:00,14.35,14.35,14.35,14.35,16
2021-01-04 09:33:00,14.35,14.35,14.4,14.35,93
2021-01-04 09:34:00,14.35,14.35,14.35,14.35,45
2021-01-04 09:35:00,14.35,14.35,14.35,14.35,49
2021-01-04 09:36:00,14.35,14.35,14.35,14.35,26
2021-01-04 09:37:00,14.35,14.35,14.4,14.4,30
2021-01-04 09:38:00,14.35,14.35,14.4,14.4,40
2021-01-04 09:40:00,14.35,14.35,14.35,14.35,3
2021-01-04 09:41:00,14.35,14.35,14.35,14.35,6
2021-01-04 09:42:00,14.35,14.35,14.35,14.35,5
2021-01-04 09:43:00,14.35,14.35,14.35,14.35,33
2021-01-04 09:45:00,14.35,14.35,14.35,14.35,7
2021-01-04 09:46:00,14.35,14.35,14.35,14.35,5
2021-01-04 09:47:00,14.45,14.4,14.45,14.4,416
2021-01-04 09:48:00,14.5,14.45,14.5,14.45,194
2021-01-04 09:49:00,14.6,14.45,14.65,14.5,744
2021-01-04 09:50:00,14.6,14.6,14.7,14.6,387
2021-01-04 09:51:00,14.7,14.6,14.7,14.6,151
2021-01-04 09:52:00,14.7,14.6,14.7,14.7,222
2021-01-04 09:53:00,14.65,14.65,14.7,14.65,115
2021-01-04 09:54:00,14.7,14.6,14.7,14.65,77
2021-01-04 09:55:00,14.7,14.65,14.7,14.7,166
2021-01-04 09:56:00,14.7,14.65,14.7,14.7,141
2021-01-04 09:57:00,14.8,14.65,14.8,14.65,461
2021-01-04 09:58:00,14.8,14.7,14.9,14.8,563
2021-01-04 09:59:00,14.8,14.75,14.85,14.8,154
2021-01-04 10:00:00,14.8,14.8,14.85,14.8,37
2021-01-04 10:01:00,14.7,14.7,14.8,14.8,168
2021-01-04 10:02:00,14.7,14.65,14.75,14.75,155
2021-01-04 10:03:00,14.75,14.7,14.75,14.7,150
2021-01-04 10:04:00,14.8,14.7,14.8,14.7,208
2021-01-04 10:05:00,14.75,14.7,14.8,14.8,127
2021-01-04 10:06:00,14.7,14.7,14.75,14.75,28
2021-01-04 10:07:00,14.75,14.7,14.75,14.75,82
2021-01-04 10:08:00,14.75,14.7,14.75,14.75,161
2021-01-04 10:09:00,14.7,14.7,14.75,14.75,38
2021-01-04 10:10:00,14.75,14.7,14.75,14.75,26
2021-01-04 10:11:00,14.75,14.7,14.75,14.75,166
2021-01-04 10:12:00,14.75,14.75,14.75,14.75,66
2021-01-04 10:13:00,14.8,14.75,14.8,14.75,228
2021-01-04 10:14:00,14.85,14.75,14.95,14.75,908
2021-01-04 10:15:00,15.1,14.85,15.25,14.9,2229
2021-01-04 10:16:00,14.95,14.95,15.1,15.1,110
2021-01-04 10:17:00,14.95,14.9,15.0,15.0,132
2021-01-04 10:18:00,14.95,14.9,15.0,14.95,74
2021-01-04 10:19:00,14.95,14.9,14.95,14.95,108
2021-01-04 10:20:00,14.95,14.9,14.95,14.95,111
2021-01-04 10:21:00,14.95,14.9,15.0,14.95,101
2021-01-04 10:22:00,15.0,14.95,15.0,15.0,133
2021-01-04 10:23:00,15.0,14.95,15.0,14.95,148
2021-01-04 10:24:00,14.95,14.9,15.0,14.95,194
2021-01-04 10:25:00,14.9,14.9,14.95,14.95,68
2021-01-04 10:26:00,14.95,14.9,15.0,14.95,260
2021-01-04 10:27:00,14.9,14.9,15.0,15.0,97
2021-01-04 10:28:00,14.9,14.9,14.95,14.9,55
2021-01-04 10:29:00,14.95,14.9,14.95,14.9,53
2021-01-04 10:30:00,14.9,14.85,14.9,14.9,55
2021-01-04 10:31:00,14.85,14.85,14.9,14.9,65
2021-01-04 10:32:00,14.8,14.75,14.85,14.85,84
2021-01-04 10:33:00,14.85,14.7,14.85,14.85,133
2021-01-04 10:34:00,14.8,14.7,14.85,14.85,124
2021-01-04 10:35:00,14.8,14.7,14.8,14.8,41
2021-01-04 10:36:00,14.8,14.75,14.8,14.8,64
2021-01-04 10:37:00,14.8,14.8,14.8,14.8,37
2021-01-04 10:38:00,14.75,14.75,14.8,14.8,62
2021-01-04 10:39:00,14.75,14.75,14.75,14.75,67
2021-01-04 10:40:00,14.8,14.75,14.8,14.75,53
2021-01-04 10:41:00,14.75,14.7,14.8,14.8,69
2021-01-04 10:42:00,14.8,14.75,14.8,14.8,40
2021-01-04 10:43:00,14.75,14.75,14.8,14.8,59
2021-01-04 10:44:00,14.85,14.75,14.85,14.8,73
2021-01-04 10:45:00,14.85,14.8,14.85,14.8,52
2021-01-04 10:46:00,14.9,14.8,14.9,14.85,134
2021-01-04 10:47:00,14.8,14.8,14.9,14.9,62
2021-01-04 10:48:00,14.9,14.9,14.9,14.9,29
2021-01-04 10:49:00,14.95,14.85,14.95,14.9,152
2021-01-04 10:50:00,14.95,14.9,14.95,14.95,92
2021-01-04 10:51:00,14.9,14.85,14.95,14.9,60
2021-01-04 10:52:00,14.9,14.85,14.9,14.85,43
2021-01-04 10:53:00,14.9,14.85,14.9,14.9,37
2021-01-04 10:54:00,14.85,14.85,14.9,14.9,51
2021-01-04 10:55:00,14.85,14.85,14.9,14.85,34
2021-01-04 10:56:00,14.85,14.85,14.85,14.85,18
2021-01-04 10:57:00,14.8,14.8,14.85,14.85,86
2021-01-04 10:58:00,14.85,14.8,14.85,14.8,45
2021-01-04 10:59:00,14.85,14.75,14.85,14.85,81
2021-01-04 11:00:00,14.85,14.8,14.85,14.85,47
2021-01-04 11:01:00,14.85,14.85,14.85,14.85,32
2021-01-04 11:02:00,14.85,14.8,14.85,14.8,38
2021-01-04 11:03:00,14.9,14.85,14.9,14.85,57
2021-01-04 11:04:00,14.9,14.85,14.9,14.9,45
2021-01-04 11:05:00,15.0,14.9,15.0,14.9,1184
2021-01-04 11:06:00,14.95,14.95,15.0,15.0,37
2021-01-04 11:07:00,14.95,14.95,15.0,14.95,35
2021-01-04 11:08:00,14.95,14.95,15.0,15.0,134
2021-01-04 11:09:00,15.15,14.95,15.15,14.95,1664
2021-01-04 11:10:00,15.1,15.0,15.2,15.15,370
2021-01-04 11:11:00,15.1,15.05,15.1,15.1,115
2021-01-04 11:12:00,15.05,15.05,15.1,15.1,72
2021-01-04 11:13:00,14.95,14.95,15.05,15.05,106
2021-01-04 11:14:00,15.05,14.95,15.2,14.95,1415
2021-01-04 11:15:00,15.05,15.0,15.1,15.05,69
2021-01-04 11:16:00,15.05,15.0,15.05,15.05,29
2021-01-04 11:17:00,15.05,15.0,15.05,15.05,86
2021-01-04 11:18:00,15.05,15.0,15.05,15.05,65
2021-01-04 11:19:00,15.0,15.0,15.05,15.05,56
2021-01-04 11:20:00,15.0,14.95,15.0,15.0,23
2021-01-04 11:21:00,15.0,14.95,15.0,15.0,38
2021-01-04 11:22:00,14.95,14.95,15.0,15.0,90
2021-01-04 11:23:00,14.95,14.95,15.0,15.0,59
2021-01-04 11:24:00,14.95,14.95,15.0,15.0,32
2021-01-04 11:25:00,15.0,15.0,15.0,15.0,31
2021-01-04 11:26:00,15.0,14.95,15.0,14.95,34
2021-01-04 11:27:00,15.0,15.0,15.05,15.0,99
2021-01-04 11:28:00,15.05,15.0,15.05,15.05,44
2021-01-04 11:29:00,15.0,15.0,15.05,15.05,73
2021-01-04 11:30:00,15.0,15.0,15.05,15.05,136
2021-01-04 11:31:00,15.05,15.0,15.05,15.05,46
2021-01-04 11:32:00,15.0,15.0,15.05,15.05,63
2021-01-04 11:33:00,15.0,15.0,15.0,15.0,37
2021-01-04 11:34:00,15.0,14.95,15.05,14.95,77
2021-01-04 11:35:00,15.05,15.0,15.05,15.05,43
2021-01-04 11:36:00,15.05,15.0,15.05,15.05,55
2021-01-04 11:37:00,15.0,15.0,15.05,15.05,75
2021-01-04 11:38:00,15.0,15.0,15.05,15.05,84
2021-01-04 11:39:00,15.0,15.0,15.05,15.05,44
2021-01-04 11:40:00,15.0,14.95,15.0,15.0,39
2021-01-04 11:41:00,15.0,14.95,15.0,15.0,40
2021-01-04 11:42:00,15.0,14.95,15.0,15.0,88
2021-01-04 11:43:00,15.0,15.0,15.0,15.0,29
2021-01-04 11:44:00,15.0,14.95,15.0,15.0,32
2021-01-04 11:45:00,15.0,15.0,15.0,15.0,39
2021-01-04 11:46:00,15.0,14.95,15.0,15.0,30
2021-01-04 11:47:00,15.0,15.0,15.0,15.0,44
2021-01-04 11:48:00,15.0,14.95,15.0,15.0,62
2021-01-04 11:49:00,15.0,14.95,15.0,15.0,59
2021-01-04 11:50:00,14.95,14.95,15.0,15.0,103
2021-01-04 11:51:00,15.0,14.9,15.0,14.95,134
2021-01-04 11:52:00,14.95,14.95,15.0,14.95,31
2021-01-04 11:53:00,15.0,14.95,15.0,14.95,34
2021-01-04 11:54:00,15.0,14.95,15.0,15.0,88
2021-01-04 11:55:00,15.0,14.95,15.0,15.0,68
2021-01-04 11:56:00,15.0,14.95,15.0,15.0,29
2021-01-04 11:57:00,15.0,14.95,15.0,15.0,81
2021-01-04 11:58:00,14.95,14.9,15.0,14.95,195
2021-01-04 11:59:00,14.9,14.9,14.95,14.95,52
2021-01-04 12:00:00,14.95,14.9,14.95,14.9,82
2021-01-04 12:01:00,14.75,14.6,14.95,14.95,2137
2021-01-04 12:02:00,14.85,14.75,14.85,14.75,193
2021-01-04 12:03:00,14.85,14.75,14.85,14.75,84
2021-01-04 12:04:00,14.85,14.8,14.85,14.8,104
2021-01-04 12:05:00,14.85,14.85,14.85,14.85,26
2021-01-04 12:06:00,14.85,14.8,14.9,14.85,51
2021-01-04 12:07:00,14.85,14.8,14.85,14.85,34
2021-01-04 12:08:00,14.85,14.8,14.85,14.85,41
2021-01-04 12:09:00,14.85,14.75,14.85,14.8,83
2021-01-04 12:10:00,14.85,14.8,14.85,14.8,60
2021-01-04 12:11:00,14.85,14.8,14.85,14.85,51
2021-01-04 12:12:00,14.85,14.85,14.85,14.85,68
2021-01-04 12:13:00,14.9,14.85,14.9,14.85,56
2021-01-04 12:14:00,14.85,14.85,14.9,14.9,46
2021-01-04 12:15:00,14.9,14.85,14.9,14.9,27
2021-01-04 12:16:00,14.9,14.85,14.9,14.85,24
2021-01-04 12:17:00,14.85,14.85,14.9,14.9,64
2021-01-04 12:18:00,14.85,14.85,14.85,14.85,21
2021-01-04 12:19:00,14.85,14.8,14.85,14.85,32
2021-01-04 12:20:00,14.9,14.85,14.9,14.85,64
2021-01-04 12:21:00,14.9,14.85,14.9,14.9,31
2021-01-04 12:22:00,14.9,14.85,14.9,14.9,65
2021-01-04 12:23:00,14.95,14.9,14.95,14.9,28
2021-01-04 12:24:00,14.95,14.9,14.95,14.95,32
2021-01-04 12:25:00,14.95,14.9,14.95,14.95,42
2021-01-04 12:26:00,14.95,14.9,14.95,14.9,22
