ts,Close,Low,High,Open,Volume
2021-01-04 09:01:00,12.5,12.5,12.5,12.5,106
2021-01-04 09:02:00,12.55,12.45,12.55,12.5,14
2021-01-04 09:03:00,12.55,12.55,12.55,12.55,13
2021-01-04 09:04:00,12.55,12.5,12.6,12.55,52
2021-01-04 09:05:00,12.5,12.5,12.55,12.55,13
2021-01-04 09:06:00,12.55,12.5,12.55,12.5,5
2021-01-04 09:07:00,12.55,12.55,12.55,12.55,6
2021-01-04 09:08:00,12.55,12.55,12.55,12.55,1
2021-01-04 09:09:00,12.55,12.5,12.55,12.55,24
2021-01-04 09:10:00,12.55,12.55,12.55,12.55,15
2021-01-04 09:11:00,12.55,12.5,12.55,12.5,46
2021-01-04 09:12:00,12.6,12.55,12.6,12.55,8
2021-01-04 09:13:00,12.6,12.6,12.6,12.6,16
2021-01-04 09:14:00,12.6,12.6,12.6,12.6,6
2021-01-04 09:15:00,12.6,12.6,12.6,12.6,13
2021-01-04 09:16:00,12.55,12.55,12.6,12.6,58
2021-01-04 09:17:00,12.55,12.55,12.55,12.55,21
2021-01-04 09:18:00,12.55,12.55,12.55,12.55,14
2021-01-04 09:19:00,12.55,12.5,12.55,12.55,9
2021-01-04 09:20:00,12.5,12.5,12.5,12.5,40
2021-01-04 09:21:00,12.55,12.5,12.55,12.5,106
2021-01-04 09:22:00,12.5,12.5,12.5,12.5,4
2021-01-04 09:23:00,12.5,12.5,12.5,12.5,12
2021-01-04 09:24:00,12.5,12.5,12.5,12.5,56
2021-01-04 09:25:00,12.5,12.5,12.5,12.5,1
2021-01-04 09:26:00,12.55,12.5,12.55,12.5,41
2021-01-04 09:27:00,12.55,12.5,12.55,12.55,42
2021-01-04 09:29:00,12.5,12.5,12.5,12.5,1
2021-01-04 09:30:00,12.55,12.55,12.55,12.55,3
2021-01-04 09:32:00,12.55,12.55,12.55,12.55,2
2021-01-04 09:33:00,12.5,12.5,12.5,12.5,4
2021-01-04 09:34:00,12.5,12.5,12.5,12.5,14
2021-01-04 09:35:00,12.5,12.5,12.5,12.5,74
2021-01-04 09:36:00,12.5,12.5,12.5,12.5,3
2021-01-04 09:37:00,12.5,12.5,12.5,12.5,5
2021-01-04 09:38:00,12.5,12.5,12.5,12.5,3
2021-01-04 09:40:00,12.45,12.45,12.5,12.5,13
2021-01-04 09:41:00,12.45,12.45,12.45,12.45,1
2021-01-04 09:42:00,12.45,12.45,12.45,12.45,7
2021-01-04 09:43:00,12.45,12.45,12.45,12.45,1
2021-01-04 09:44:00,12.45,12.45,12.5,12.5,18
2021-01-04 09:45:00,12.45,12.45,12.45,12.45,20
2021-01-04 09:46:00,12.45,12.45,12.45,12.45,21
2021-01-04 09:47:00,12.45,12.45,12.45,12.45,13
2021-01-04 09:48:00,12.5,12.45,12.5,12.45,18
2021-01-04 09:49:00,12.5,12.5,12.5,12.5,15
2021-01-04 09:50:00,12.45,12.45,12.45,12.45,12
2021-01-04 09:51:00,12.45,12.45,12.45,12.45,100
2021-01-04 09:52:00,12.5,12.5,12.5,12.5,1
2021-01-04 09:53:00,12.5,12.5,12.5,12.5,1
2021-01-04 09:55:00,12.45,12.45,12.45,12.45,5
2021-01-04 09:57:00,12.45,12.45,12.45,12.45,20
2021-01-04 09:58:00,12.45,12.45,12.45,12.45,5
2021-01-04 09:59:00,12.45,12.45,12.45,12.45,15
2021-01-04 10:00:00,12.45,12.45,12.45,12.45,1
2021-01-04 10:01:00,12.45,12.45,12.45,12.45,36
2021-01-04 10:04:00,12.45,12.45,12.45,12.45,12
2021-01-04 10:05:00,12.45,12.45,12.45,12.45,20
2021-01-04 10:06:00,12.45,12.45,12.45,12.45,1
2021-01-04 10:07:00,12.45,12.45,12.45,12.45,1
2021-01-04 10:08:00,12.45,12.45,12.5,12.5,33
2021-01-04 10:09:00,12.45,12.45,12.5,12.45,26
2021-01-04 10:13:00,12.45,12.45,12.45,12.45,3
2021-01-04 10:14:00,12.5,12.45,12.5,12.45,40
2021-01-04 10:15:00,12.45,12.45,12.5,12.45,12
2021-01-04 10:16:00,12.5,12.5,12.5,12.5,4
2021-01-04 10:17:00,12.5,12.5,12.5,12.5,2
2021-01-04 10:18:00,12.5,12.5,12.5,12.5,3
2021-01-04 10:19:00,12.5,12.5,12.5,12.5,3
2021-01-04 10:20:00,12.5,12.45,12.5,12.45,7
2021-01-04 10:21:00,12.45,12.45,12.45,12.45,2
2021-01-04 10:22:00,12.45,12.45,12.5,12.45,58
2021-01-04 10:23:00,12.45,12.45,12.45,12.45,12
2021-01-04 10:24:00,12.45,12.45,12.45,12.45,5
2021-01-04 10:25:00,12.45,12.45,12.45,12.45,7
2021-01-04 10:28:00,12.5,12.45,12.5,12.45,26
2021-01-04 10:29:00,12.45,12.45,12.45,12.45,3
2021-01-04 10:32:00,12.45,12.45,12.45,12.45,7
2021-01-04 10:34:00,12.5,12.5,12.5,12.5,18
2021-01-04 10:36:00,12.45,12.45,12.45,12.45,2
2021-01-04 10:38:00,12.45,12.45,12.45,12.45,3
2021-01-04 10:39:00,12.45,12.45,12.45,12.45,19
2021-01-04 10:41:00,12.45,12.45,12.45,12.45,3
2021-01-04 10:42:00,12.5,12.5,12.5,12.5,8
2021-01-04 10:43:00,12.45,12.45,12.5,12.45,24
2021-01-04 10:45:00,12.45,12.45,12.45,12.45,2
2021-01-04 10:47:00,12.5,12.5,12.5,12.5,1
2021-01-04 10:48:00,12.45,12.45,12.45,12.45,2
2021-01-04 10:50:00,12.5,12.5,12.5,12.5,2
2021-01-04 10:53:00,12.5,12.5,12.5,12.5,2
2021-01-04 10:54:00,12.5,12.5,12.5,12.5,2
2021-01-04 10:55:00,12.5,12.5,12.5,12.5,1
2021-01-04 10:57:00,12.45,12.45,12.45,12.45,2
2021-01-04 10:58:00,12.45,12.45,12.45,12.45,10
2021-01-04 11:01:00,12.45,12.45,12.45,12.45,1
2021-01-04 11:02:00,12.45,12.45,12.45,12.45,11
2021-01-04 11:03:00,12.5,12.5,12.5,12.5,1
2021-01-04 11:04:00,12.5,12.5,12.5,12.5,2
2021-01-04 11:05:00,12.5,12.5,12.5,12.5,5
2021-01-04 11:06:00,12.45,12.45,12.45,12.45,5
2021-01-04 11:08:00,12.5,12.45,12.5,12.45,4
2021-01-04 11:09:00,12.5,12.5,12.5,12.5,15
2021-01-04 11:10:00,12.5,12.5,12.5,12.5,23
2021-01-04 11:11:00,12.5,12.5,12.5,12.5,20
2021-01-04 11:14:00,12.5,12.5,12.5,12.5,8
2021-01-04 11:15:00,12.5,12.5,12.5,12.5,3
2021-01-04 11:17:00,12.5,12.5,12.5,12.5,6
2021-01-04 11:18:00,12.5,12.5,12.5,12.5,3
2021-01-04 11:20:00,12.5,12.5,12.5,12.5,7
2021-01-04 11:21:00,12.5,12.5,12.55,12.5,357
2021-01-04 11:23:00,12.55,12.5,12.55,12.5,12
2021-01-04 11:25:00,12.5,12.5,12.5,12.5,1
2021-01-04 11:26:00,12.5,12.5,12.55,12.5,5
2021-01-04 11:27:00,12.5,12.5,12.5,12.5,6
2021-01-04 11:29:00,12.55,12.55,12.55,12.55,2
2021-01-04 11:30:00,12.55,12.55,12.55,12.55,5
2021-01-04 11:31:00,12.55,12.55,12.55,12.55,2
2021-01-04 11:32:00,12.5,12.5,12.55,12.55,14
2021-01-04 11:33:00,12.55,12.5,12.55,12.55,14
2021-01-04 11:34:00,12.55,12.55,12.55,12.55,3
2021-01-04 11:35:00,12.55,12.55,12.55,12.55,3
2021-01-04 11:36:00,12.5,12.5,12.55,12.55,17
2021-01-04 11:37:00,12.55,12.55,12.55,12.55,3
2021-01-04 11:38:00,12.55,12.55,12.55,12.55,2
2021-01-04 11:39:00,12.5,12.5,12.5,12.5,12
2021-01-04 11:41:00,12.5,12.5,12.5,12.5,11
2021-01-04 11:42:00,12.5,12.5,12.5,12.5,3
2021-01-04 11:44:00,12.5,12.5,12.5,12.5,166
2021-01-04 11:45:00,12.5,12.45,12.55,12.5,19
2021-01-04 11:46:00,12.5,12.5,12.5,12.5,16
2021-01-04 11:47:00,12.5,12.5,12.5,12.5,13
2021-01-04 11:49:00,12.5,12.5,12.5,12.5,1
2021-01-04 11:50:00,12.5,12.45,12.5,12.45,17
2021-01-04 11:52:00,12.5,12.5,12.5,12.5,6
2021-01-04 11:53:00,12.5,12.5,12.5,12.5,2
2021-01-04 11:57:00,12.5,12.5,12.5,12.5,1
2021-01-04 11:58:00,12.5,12.5,12.5,12.5,4
2021-01-04 11:59:00,12.5,12.5,12.5,12.5,1
2021-01-04 12:00:00,12.45,12.45,12.45,12.45,5
2021-01-04 12:01:00,12.45,12.45,12.45,12.45,2
2021-01-04 12:03:00,12.45,12.45,12.45,12.45,25
2021-01-04 12:04:00,12.45,12.45,12.45,12.45,1
2021-01-04 12:10:00,12.45,12.45,12.45,12.45,4
2021-01-04 12:11:00,12.5,12.45,12.5,12.45,57
2021-01-04 12:12:00,12.5,12.5,12.5,12.5,4
2021-01-04 12:13:00,12.5,12.5,12.5,12.5,1
2021-01-04 12:15:00,12.5,12.5,12.5,12.5,3
2021-01-04 12:17:00,12.5,12.5,12.5,12.5,2
2021-01-04 12:18:00,12.5,12.5,12.5,12.5,2
2021-01-04 12:19:00,12.5,12.5,12.5,12.5,2
2021-01-04 12:20:00,12.5,12.5,12.5,12.5,12
2021-01-04 12:21:00,12.5,12.45,12.5,12.5,18
2021-01-04 12:22:00,12.5,12.5,12.5,12.5,4
2021-01-04 12:23:00,12.45,12.45,12.5,12.45,19
2021-01-04 12:24:00,12.5,12.45,12.5,12.45,2
2021-01-04 12:25:00,12.5,12.45,12.5,12.45,3
2021-01-04 12:26:00,12.5,12.45,12.5,12.45,3
2021-01-04 12:27:00,12.5,12.45,12.5,12.45,9
2021-01-04 12:28:00,12.5,12.45,12.5,12.45,9
2021-01-04 12:31:00,12.5,12.45,12.5,12.45,12
2021-01-04 12:32:00,12.45,12.45,12.45,12.45,163
2021-01-04 12:33:00,12.4,12.4,12.45,12.45,4
2021-01-04 12:34:00,12.45,12.45,12.45,12.45,9
2021-01-04 12:35:00,12.45,12.45,12.45,12.45,5
2021-01-04 12:36:00,12.45,12.45,12.45,12.45,6
2021-01-04 12:37:00,12.45,12.45,12.45,12.45,10
2021-01-04 12:38:00,12.4,12.4,12.45,12.45,12
2021-01-04 12:39:00,12.4,12.4,12.4,12.4,4
2021-01-04 12:40:00,12.4,12.4,12.4,12.4,25
2021-01-04 12:41:00,12.45,12.4,12.45,12.4,10
2021-01-04 12:42:00,12.4,12.4,12.45,12.45,8
2021-01-04 12:44:00,12.45,12.4,12.45,12.4,6
2021-01-04 12:45:00,12.45,12.45,12.45,12.45,1
2021-01-04 12:46:00,12.45,12.45,12.45,12.45,1
2021-01-04 12:47:00,12.45,12.4,12.45,12.4,236
2021-01-04 12:48:00,12.4,12.4,12.45,12.45,6
2021-01-04 12:49:00,12.45,12.4,12.45,12.4,6
2021-01-04 12:50:00,12.4,12.4,12.45,12.4,68
2021-01-04 12:51:00,12.4,12.4,12.4,12.4,2
2021-01-04 12:52:00,12.4,12.4,12.4,12.4,6
2021-01-04 12:53:00,12.4,12.4,12.4,12.4,7
2021-01-04 12:54:00,12.4,12.4,12.4,12.4,3
