Gmt time,Open,High,Low,Close,Volume
01.01.2020 00:00:00.000,1.32559,1.32559,1.32559,1.32559,0
01.01.2020 04:00:00.000,1.32559,1.32559,1.32559,1.32559,0
01.01.2020 08:00:00.000,1.32559,1.32559,1.32559,1.32559,0
01.01.2020 12:00:00.000,1.32559,1.32559,1.32559,1.32559,0
01.01.2020 16:00:00.000,1.32559,1.32559,1.32559,1.32559,0
01.01.2020 20:00:00.000,1.32463,1.32608,1.32457,1.32497,13073.3401
02.01.2020 00:00:00.000,1.32497,1.32661,1.32023,1.32093,20809.979900000002
02.01.2020 04:00:00.000,1.32094,1.32294,1.32017,1.32193,24712.359900000003
02.01.2020 08:00:00.000,1.32195,1.32304,1.31888,1.31996,30987.5596
02.01.2020 12:00:00.000,1.31996,1.32125,1.31351,1.31889,103198.6001
02.01.2020 16:00:00.000,1.31889,1.31892,1.31152,1.31289,42575.2402
02.01.2020 20:00:00.000,1.31289,1.31477,1.31288,1.31467,14394.6401
03.01.2020 00:00:00.000,1.31466,1.31600,1.31228,1.31359,23322.7002
03.01.2020 04:00:00.000,1.31358,1.31372,1.30825,1.30910,27490.4795
03.01.2020 08:00:00.000,1.30910,1.31175,1.30531,1.30586,45014.729400000004
03.01.2020 12:00:00.000,1.30586,1.31093,1.30539,1.30713,37416.8399
03.01.2020 16:00:00.000,1.30712,1.30987,1.30692,1.30784,34621.04979999999
03.01.2020 20:00:00.000,1.30790,1.30804,1.30705,1.30787,4479.3999
04.01.2020 00:00:00.000,1.30787,1.30787,1.30787,1.30787,0
04.01.2020 04:00:00.000,1.30787,1.30787,1.30787,1.30787,0
04.01.2020 08:00:00.000,1.30787,1.30787,1.30787,1.30787,0
04.01.2020 12:00:00.000,1.30787,1.30787,1.30787,1.30787,0
04.01.2020 16:00:00.000,1.30787,1.30787,1.30787,1.30787,0
04.01.2020 20:00:00.000,1.30787,1.30787,1.30787,1.30787,0
05.01.2020 00:00:00.000,1.30787,1.30787,1.30787,1.30787,0
05.01.2020 04:00:00.000,1.30787,1.30787,1.30787,1.30787,0
05.01.2020 08:00:00.000,1.30787,1.30787,1.30787,1.30787,0
05.01.2020 12:00:00.000,1.30787,1.30787,1.30787,1.30787,0
05.01.2020 16:00:00.000,1.30787,1.30787,1.30787,1.30787,0
05.01.2020 20:00:00.000,1.30808,1.30855,1.30633,1.30768,6450.51
06.01.2020 00:00:00.000,1.30767,1.30899,1.30751,1.30815,12368.1301
06.01.2020 04:00:00.000,1.30815,1.30942,1.30684,1.30730,22052.039599999996
06.01.2020 08:00:00.000,1.30729,1.31743,1.30638,1.31564,49644.8701
06.01.2020 12:00:00.000,1.31566,1.31622,1.31330,1.31584,32510.3198
06.01.2020 16:00:00.000,1.31584,1.31745,1.31517,1.31627,19431.0202
06.01.2020 20:00:00.000,1.31626,1.31785,1.31587,1.31711,10549.6101
07.01.2020 00:00:00.000,1.31708,1.31773,1.31681,1.31735,12651.079800000001
07.01.2020 04:00:00.000,1.31735,1.31751,1.31408,1.31435,21861.0398
07.01.2020 08:00:00.000,1.31437,1.32120,1.31426,1.31467,50182.7793
07.01.2020 12:00:00.000,1.31472,1.31478,1.30948,1.31211,48122.510800000004
07.01.2020 16:00:00.000,1.31211,1.31391,1.31060,1.31202,28737.559500000003
07.01.2020 20:00:00.000,1.31202,1.31264,1.31047,1.31134,12418.7201
08.01.2020 00:00:00.000,1.31135,1.31398,1.31062,1.31306,28746.48
08.01.2020 04:00:00.000,1.31305,1.31622,1.31158,1.31522,25021.5396
08.01.2020 08:00:00.000,1.31525,1.31694,1.30911,1.31083,57470.6094
08.01.2020 12:00:00.000,1.31083,1.31392,1.30799,1.31001,44161.1299
08.01.2020 16:00:00.000,1.30998,1.31168,1.30827,1.31006,34982.7999
08.01.2020 20:00:00.000,1.31006,1.31052,1.30917,1.31051,10387.51
09.01.2020 00:00:00.000,1.31047,1.31139,1.31027,1.31057,16880.5998
09.01.2020 04:00:00.000,1.31055,1.31233,1.31010,1.31138,17220.119899999998
09.01.2020 08:00:00.000,1.31135,1.31135,1.30132,1.30191,60801.9111
09.01.2020 12:00:00.000,1.30193,1.30689,1.30126,1.30482,43750.1201
09.01.2020 16:00:00.000,1.30480,1.30688,1.30432,1.30568,41448.5303
