Gmt time,Open,High,Low,Close,Volume
31.12.2012 00:00:00.000,139.66000366210938,142.55999755859375,139.5399932861328,142.41000366210938,243935200.0
02.01.2013 00:00:00.000,145.11000061035156,146.14999389648438,144.72999572753906,146.05999755859375,192059000.0
03.01.2013 00:00:00.000,145.99000549316406,146.3699951171875,145.33999633789062,145.72999572753906,144761800.0
04.01.2013 00:00:00.000,145.97000122070312,146.61000061035156,145.6699981689453,146.3699951171875,116817700.0
07.01.2013 00:00:00.000,145.85000610351562,146.11000061035156,145.42999267578125,145.97000122070312,110002500.0
08.01.2013 00:00:00.000,145.7100067138672,145.91000366210938,144.97999572753906,145.5500030517578,121265100.0
09.01.2013 00:00:00.000,145.8699951171875,146.32000732421875,145.63999938964844,145.9199981689453,90745600.0
10.01.2013 00:00:00.000,146.72999572753906,147.08999633789062,145.97000122070312,147.0800018310547,130735400.0
11.01.2013 00:00:00.000,147.0399932861328,147.14999389648438,146.61000061035156,147.07000732421875,113917300.0
14.01.2013 00:00:00.000,146.88999938964844,147.07000732421875,146.42999267578125,146.97000122070312,89567200.0
15.01.2013 00:00:00.000,146.2899932861328,147.2100067138672,146.1999969482422,147.07000732421875,93172600.0
16.01.2013 00:00:00.000,146.77000427246094,147.27999877929688,146.61000061035156,147.0500030517578,104849500.0
17.01.2013 00:00:00.000,147.6999969482422,148.4199981689453,147.14999389648438,148.0,133833500.0
18.01.2013 00:00:00.000,147.97000122070312,148.49000549316406,147.42999267578125,148.3300018310547,169906000.0
22.01.2013 00:00:00.000,148.3300018310547,149.1300048828125,147.97999572753906,149.1300048828125,111797300.0
23.01.2013 00:00:00.000,149.1300048828125,149.5,148.86000061035156,149.3699951171875,104596100.0
24.01.2013 00:00:00.000,149.14999389648438,150.13999938964844,149.00999450683594,149.41000366210938,146426400.0
25.01.2013 00:00:00.000,149.8800048828125,150.25,149.3699951171875,150.25,147211600.0
28.01.2013 00:00:00.000,150.2899932861328,150.3300018310547,149.50999450683594,150.07000732421875,113357700.0
29.01.2013 00:00:00.000,149.77000427246094,150.85000610351562,149.6699981689453,150.66000366210938,105694400.0
30.01.2013 00:00:00.000,150.63999938964844,150.94000244140625,149.92999267578125,150.07000732421875,137447700.0
31.01.2013 00:00:00.000,149.88999938964844,150.3800048828125,149.60000610351562,149.6999969482422,108975800.0
01.02.2013 00:00:00.000,150.64999389648438,151.4199981689453,150.38999938964844,151.24000549316406,131173000.0
04.02.2013 00:00:00.000,150.32000732421875,151.27000427246094,149.42999267578125,149.5399932861328,159073600.0
05.02.2013 00:00:00.000,150.35000610351562,151.47999572753906,150.2899932861328,151.0500030517578,113912400.0
06.02.2013 00:00:00.000,150.52000427246094,151.25999450683594,150.41000366210938,151.16000366210938,138762800.0
07.02.2013 00:00:00.000,151.2100067138672,151.35000610351562,149.86000061035156,150.9600067138672,162490000.0
