High,Open,Low,Close,ts,Volume
13.15,13.1,13.1,13.1,2021-01-04 11:44:00,28
13.1,13.1,13.1,13.1,2021-01-04 11:45:00,38
13.15,13.1,13.1,13.15,2021-01-04 11:46:00,66
13.15,13.1,13.1,13.15,2021-01-04 11:47:00,97
13.15,13.1,13.1,13.15,2021-01-04 11:48:00,157
13.1,13.1,13.1,13.1,2021-01-04 11:49:00,25
13.15,13.1,13.1,13.15,2021-01-04 11:50:00,67
13.15,13.1,13.1,13.1,2021-01-04 11:51:00,61
13.15,13.1,13.1,13.1,2021-01-04 11:52:00,69
13.15,13.1,13.1,13.15,2021-01-04 11:53:00,36
13.15,13.1,13.1,13.1,2021-01-04 11:54:00,197
13.15,13.15,13.1,13.1,2021-01-04 11:55:00,78
13.15,13.15,13.1,13.15,2021-01-04 11:56:00,33
13.15,13.15,13.1,13.15,2021-01-04 11:57:00,40
13.15,13.1,13.1,13.15,2021-01-04 11:58:00,631
13.2,13.15,13.15,13.15,2021-01-04 11:59:00,61
13.2,13.15,13.15,13.15,2021-01-04 12:00:00,82
13.2,13.15,13.15,13.15,2021-01-04 12:01:00,30
13.2,13.15,13.15,13.15,2021-01-04 12:02:00,405
13.15,13.15,13.05,13.1,2021-01-04 12:03:00,654
13.05,13.05,13.05,13.05,2021-01-04 12:04:00,33
13.1,13.05,13.05,13.05,2021-01-04 12:05:00,54
13.05,13.05,13.05,13.05,2021-01-04 12:06:00,34
13.1,13.05,13.05,13.05,2021-01-04 12:07:00,36
13.1,13.05,13.05,13.05,2021-01-04 12:08:00,39
13.1,13.05,13.05,13.05,2021-01-04 12:09:00,31
13.05,13.05,13.0,13.0,2021-01-04 12:10:00,1920
13.05,13.0,13.0,13.0,2021-01-04 12:11:00,35
13.05,13.05,13.0,13.0,2021-01-04 12:12:00,39
13.05,13.0,13.0,13.0,2021-01-04 12:13:00,65
13.0,13.0,13.0,13.0,2021-01-04 12:14:00,52
13.05,13.0,13.0,13.0,2021-01-04 12:15:00,183
13.05,13.0,13.0,13.0,2021-01-04 12:16:00,109
13.05,13.0,13.0,13.0,2021-01-04 12:17:00,62
13.05,13.0,13.0,13.0,2021-01-04 12:18:00,35
13.05,13.0,13.0,13.0,2021-01-04 12:19:00,92
13.05,13.0,13.0,13.0,2021-01-04 12:20:00,41
13.05,13.0,13.0,13.05,2021-01-04 12:21:00,67
13.05,13.0,13.0,13.0,2021-01-04 12:22:00,37
13.0,13.0,13.0,13.0,2021-01-04 12:23:00,47
13.05,13.0,13.0,13.0,2021-01-04 12:24:00,84
13.05,13.05,13.0,13.0,2021-01-04 12:25:00,92
13.05,13.0,13.0,13.0,2021-01-04 12:26:00,206
13.05,13.0,13.0,13.0,2021-01-04 12:27:00,21
13.05,13.0,13.0,13.0,2021-01-04 12:28:00,948
13.05,13.0,12.95,13.0,2021-01-04 12:29:00,4432
13.0,12.95,12.95,13.0,2021-01-04 12:30:00,173
13.05,13.0,13.0,13.0,2021-01-04 12:31:00,42
13.05,13.05,13.0,13.05,2021-01-04 12:32:00,19
13.05,13.05,13.0,13.05,2021-01-04 12:33:00,15
13.05,13.05,13.0,13.0,2021-01-04 12:34:00,316
13.1,13.0,12.95,12.95,2021-01-04 12:35:00,1482
13.05,13.0,13.0,13.0,2021-01-04 12:36:00,69
13.0,13.0,13.0,13.0,2021-01-04 12:37:00,13
13.05,13.0,13.0,13.0,2021-01-04 12:38:00,19
13.05,13.05,13.0,13.0,2021-01-04 12:39:00,70
13.05,13.0,13.0,13.0,2021-01-04 12:40:00,57
13.05,13.0,13.0,13.05,2021-01-04 12:41:00,32
13.05,13.05,13.0,13.0,2021-01-04 12:42:00,40
13.05,13.0,13.0,13.0,2021-01-04 12:43:00,128
13.0,13.0,13.0,13.0,2021-01-04 12:44:00,147
13.05,13.0,13.0,13.0,2021-01-04 12:45:00,46
13.05,13.05,13.0,13.05,2021-01-04 12:46:00,28
13.05,13.05,13.05,13.05,2021-01-04 12:47:00,2
13.05,13.05,13.0,13.0,2021-01-04 12:48:00,28
13.05,13.0,13.0,13.0,2021-01-04 12:49:00,48
13.05,13.0,13.0,13.0,2021-01-04 12:50:00,28
13.05,13.0,13.0,13.0,2021-01-04 12:51:00,305
13.05,13.05,13.0,13.0,2021-01-04 12:52:00,25
13.05,13.05,13.0,13.0,2021-01-04 12:53:00,9
13.05,13.0,13.0,13.05,2021-01-04 12:54:00,41
13.05,13.0,13.0,13.05,2021-01-04 12:55:00,21
13.0,13.0,13.0,13.0,2021-01-04 12:56:00,10
13.05,13.0,13.0,13.05,2021-01-04 12:57:00,344
13.05,13.05,13.0,13.0,2021-01-04 12:58:00,77
13.05,13.0,13.0,13.05,2021-01-04 12:59:00,20
13.0,13.0,13.0,13.0,2021-01-04 13:00:00,163
13.0,13.0,13.0,13.0,2021-01-04 13:01:00,222
13.05,13.05,13.0,13.0,2021-01-04 13:02:00,239
13.05,13.0,13.0,13.0,2021-01-04 13:03:00,18
13.05,13.0,13.0,13.0,2021-01-04 13:04:00,33
13.0,13.0,13.0,13.0,2021-01-04 13:05:00,120
13.05,13.0,13.0,13.0,2021-01-04 13:06:00,19
13.05,13.05,13.0,13.0,2021-01-04 13:07:00,48
13.0,13.0,13.0,13.0,2021-01-04 13:08:00,17
13.05,13.0,13.0,13.0,2021-01-04 13:09:00,54
13.05,13.0,13.0,13.05,2021-01-04 13:10:00,139
13.05,13.0,13.0,13.0,2021-01-04 13:11:00,75
13.05,13.0,13.0,13.0,2021-01-04 13:12:00,12
13.05,13.0,13.0,13.0,2021-01-04 13:13:00,26
13.05,13.0,13.0,13.05,2021-01-04 13:14:00,5
13.05,13.05,13.0,13.05,2021-01-04 13:15:00,39
13.05,13.0,13.0,13.0,2021-01-04 13:16:00,74
13.05,13.0,13.0,13.05,2021-01-04 13:17:00,12
13.05,13.0,13.0,13.0,2021-01-04 13:18:00,65
13.05,13.0,13.0,13.0,2021-01-04 13:19:00,82
13.05,13.0,12.95,13.0,2021-01-04 13:20:00,584
13.05,13.05,12.95,13.0,2021-01-04 13:21:00,224
13.0,13.0,13.0,13.0,2021-01-04 13:22:00,214
13.0,13.0,13.0,13.0,2021-01-04 13:23:00,203
13.0,12.95,12.95,13.0,2021-01-04 13:24:00,170
13.0,13.0,12.95,13.0,2021-01-04 13:25:00,149
13.05,13.05,13.05,13.05,2021-01-04 13:30:00,1104
13.05,13.05,12.95,13.0,2021-01-05 09:01:00,538
12.95,12.95,12.9,12.9,2021-01-05 09:02:00,157
12.95,12.95,12.9,12.95,2021-01-05 09:03:00,202
12.95,12.95,12.9,12.95,2021-01-05 09:04:00,128
13.0,12.95,12.9,12.95,2021-01-05 09:05:00,253
12.9,12.9,12.8,12.85,2021-01-05 09:06:00,1628
12.9,12.85,12.8,12.9,2021-01-05 09:07:00,161
12.9,12.85,12.85,12.9,2021-01-05 09:08:00,86
12.9,12.85,12.85,12.9,2021-01-05 09:09:00,113
12.9,12.85,12.85,12.85,2021-01-05 09:10:00,80
12.95,12.85,12.85,12.9,2021-01-05 09:11:00,317
12.95,12.95,12.9,12.95,2021-01-05 09:12:00,28
12.95,12.95,12.9,12.9,2021-01-05 09:13:00,27
12.95,12.9,12.9,12.9,2021-01-05 09:14:00,63
12.95,12.9,12.9,12.9,2021-01-05 09:15:00,85
12.95,12.9,12.9,12.95,2021-01-05 09:16:00,65
12.95,12.95,12.9,12.95,2021-01-05 09:17:00,63
12.95,12.9,12.9,12.9,2021-01-05 09:18:00,90
12.95,12.9,12.9,12.9,2021-01-05 09:19:00,63
12.95,12.9,12.9,12.9,2021-01-05 09:20:00,120
12.95,12.9,12.9,12.9,2021-01-05 09:21:00,463
12.95,12.9,12.9,12.95,2021-01-05 09:22:00,96
12.9,12.9,12.9,12.9,2021-01-05 09:23:00,35
12.9,12.9,12.85,12.9,2021-01-05 09:24:00,186
12.9,12.85,12.85,12.85,2021-01-05 09:25:00,37
12.9,12.85,12.85,12.9,2021-01-05 09:26:00,85
12.9,12.9,12.85,12.9,2021-01-05 09:27:00,151
12.95,12.9,12.85,12.9,2021-01-05 09:28:00,49
12.9,12.85,12.85,12.85,2021-01-05 09:29:00,122
12.9,12.9,12.85,12.9,2021-01-05 09:30:00,90
12.9,12.9,12.85,12.9,2021-01-05 09:31:00,38
12.9,12.9,12.85,12.9,2021-01-05 09:32:00,69
12.9,12.9,12.85,12.85,2021-01-05 09:33:00,68
12.9,12.9,12.85,12.85,2021-01-05 09:34:00,26
12.9,12.85,12.85,12.9,2021-01-05 09:35:00,195
12.9,12.85,12.8,12.8,2021-01-05 09:36:00,1728
12.85,12.85,12.8,12.85,2021-01-05 09:37:00,30
12.9,12.85,12.8,12.85,2021-01-05 09:38:00,161
12.85,12.8,12.8,12.85,2021-01-05 09:39:00,120
12.85,12.8,12.8,12.85,2021-01-05 09:40:00,38
12.9,12.85,12.85,12.85,2021-01-05 09:41:00,82
12.9,12.85,12.85,12.85,2021-01-05 09:42:00,288
12.9,12.85,12.85,12.85,2021-01-05 09:43:00,34
12.9,12.9,12.85,12.85,2021-01-05 09:44:00,28
12.9,12.85,12.85,12.85,2021-01-05 09:45:00,70
12.9,12.9,12.85,12.85,2021-01-05 09:46:00,494
12.9,12.85,12.8,12.9,2021-01-05 09:47:00,255
12.9,12.9,12.8,12.8,2021-01-05 09:48:00,68
12.9,12.85,12.8,12.9,2021-01-05 09:49:00,62
12.85,12.85,12.85,12.85,2021-01-05 09:50:00,34
12.9,12.9,12.85,12.85,2021-01-05 09:51:00,31
12.9,12.85,12.85,12.85,2021-01-05 09:52:00,55
12.9,12.85,12.85,12.85,2021-01-05 09:53:00,68
12.9,12.85,12.85,12.85,2021-01-05 09:54:00,56
12.85,12.85,12.85,12.85,2021-01-05 09:55:00,42
12.9,12.85,12.85,12.85,2021-01-05 09:56:00,61
12.9,12.85,12.85,12.85,2021-01-05 09:57:00,59
12.9,12.9,12.85,12.85,2021-01-05 09:58:00,65
12.9,12.85,12.85,12.9,2021-01-05 09:59:00,22
12.9,12.9,12.85,12.9,2021-01-05 10:00:00,177
12.9,12.85,12.85,12.85,2021-01-05 10:01:00,71
12.9,12.9,12.85,12.9,2021-01-05 10:02:00,23
12.9,12.9,12.85,12.9,2021-01-05 10:03:00,28
12.9,12.85,12.85,12.85,2021-01-05 10:04:00,19
12.9,12.85,12.85,12.9,2021-01-05 10:05:00,56
12.9,12.9,12.85,12.85,2021-01-05 10:06:00,113
12.9,12.9,12.85,12.85,2021-01-05 10:07:00,53
12.9,12.85,12.85,12.85,2021-01-05 10:08:00,44
12.9,12.85,12.85,12.9,2021-01-05 10:09:00,23
12.9,12.9,12.85,12.85,2021-01-05 10:10:00,44
12.9,12.9,12.85,12.85,2021-01-05 10:11:00,39
12.9,12.9,12.85,12.85,2021-01-05 10:12:00,57
12.9,12.9,12.85,12.9,2021-01-05 10:13:00,18
12.9,12.9,12.85,12.9,2021-01-05 10:14:00,34
12.9,12.9,12.85,12.9,2021-01-05 10:15:00,132
12.9,12.9,12.85,12.9,2021-01-05 10:16:00,51
12.9,12.9,12.85,12.85,2021-01-05 10:17:00,91
12.9,12.9,12.85,12.9,2021-01-05 10:18:00,148
12.9,12.9,12.9,12.9,2021-01-05 10:19:00,42
12.9,12.9,12.9,12.9,2021-01-05 10:20:00,652
12.95,12.95,12.9,12.9,2021-01-05 10:21:00,58
12.95,12.95,12.95,12.95,2021-01-05 10:22:00,97
13.0,12.95,12.95,13.0,2021-01-05 10:23:00,818
13.0,13.0,12.95,13.0,2021-01-05 10:24:00,13
13.0,13.0,12.95,13.0,2021-01-05 10:25:00,4
13.0,13.0,13.0,13.0,2021-01-05 10:26:00,20
13.0,13.0,12.95,12.95,2021-01-05 10:27:00,78
12.95,12.95,12.95,12.95,2021-01-05 10:28:00,11
12.95,12.95,12.95,12.95,2021-01-05 10:29:00,56
12.95,12.95,12.95,12.95,2021-01-05 10:30:00,420
13.0,13.0,12.9,12.9,2021-01-05 10:31:00,384
12.95,12.9,12.9,12.95,2021-01-05 10:32:00,131
12.95,12.9,12.9,12.95,2021-01-05 10:33:00,3
12.95,12.95,12.9,12.95,2021-01-05 10:34:00,164
12.95,12.95,12.95,12.95,2021-01-05 10:35:00,10
12.95,12.95,12.95,12.95,2021-01-05 10:36:00,2
12.95,12.95,12.95,12.95,2021-01-05 10:37:00,75
12.95,12.95,12.95,12.95,2021-01-05 10:38:00,6
12.95,12.95,12.95,12.95,2021-01-05 10:39:00,16
12.95,12.95,12.95,12.95,2021-01-05 10:40:00,31
13.0,13.0,12.95,12.95,2021-01-05 10:41:00,41
12.95,12.95,12.95,12.95,2021-01-05 10:42:00,16
13.0,12.95,12.95,12.95,2021-01-05 10:43:00,19
12.95,12.95,12.95,12.95,2021-01-05 10:44:00,72
13.0,13.0,12.95,12.95,2021-01-05 10:45:00,47
12.95,12.95,12.95,12.95,2021-01-05 10:46:00,21
12.95,12.95,12.95,12.95,2021-01-05 10:47:00,46
13.0,12.95,12.95,12.95,2021-01-05 10:48:00,29
12.95,12.95,12.9,12.9,2021-01-05 10:49:00,40
12.9,12.9,12.9,12.9,2021-01-05 10:50:00,6
12.9,12.9,12.9,12.9,2021-01-05 10:51:00,16
12.9,12.9,12.9,12.9,2021-01-05 10:52:00,6
12.95,12.9,12.9,12.95,2021-01-05 10:53:00,17
12.95,12.9,12.9,12.9,2021-01-05 10:54:00,7
12.95,12.95,12.9,12.95,2021-01-05 10:55:00,17
12.95,12.95,12.95,12.95,2021-01-05 10:56:00,10
12.95,12.9,12.9,12.95,2021-01-05 10:57:00,13
12.95,12.95,12.9,12.9,2021-01-05 10:58:00,30
12.95,12.9,12.9,12.95,2021-01-05 10:59:00,6
12.9,12.9,12.9,12.9,2021-01-05 11:00:00,10
12.95,12.95,12.9,12.9,2021-01-05 11:01:00,15
12.95,12.95,12.9,12.95,2021-01-05 11:02:00,67
12.95,12.95,12.95,12.95,2021-01-05 11:03:00,63
12.95,12.95,12.9,12.9,2021-01-05 11:04:00,82
12.95,12.95,12.95,12.95,2021-01-05 11:05:00,8
12.95,12.95,12.9,12.95,2021-01-05 11:06:00,19
12.95,12.95,12.95,12.95,2021-01-05 11:07:00,5
12.95,12.95,12.95,12.95,2021-01-05 11:08:00,21
12.95,12.95,12.9,12.9,2021-01-05 11:09:00,17
12.95,12.9,12.9,12.95,2021-01-05 11:10:00,32
12.95,12.95,12.95,12.95,2021-01-05 11:11:00,6
12.95,12.95,12.9,12.9,2021-01-05 11:12:00,27
12.95,12.95,12.9,12.9,2021-01-05 11:14:00,27
12.95,12.9,12.9,12.95,2021-01-05 11:15:00,12
12.95,12.9,12.9,12.95,2021-01-05 11:16:00,26
12.95,12.95,12.9,12.95,2021-01-05 11:17:00,18
12.95,12.95,12.9,12.95,2021-01-05 11:18:00,39
12.95,12.95,12.9,12.95,2021-01-05 11:19:00,21
12.95,12.95,12.95,12.95,2021-01-05 11:20:00,33
12.95,12.95,12.95,12.95,2021-01-05 11:21:00,16
12.95,12.95,12.95,12.95,2021-01-05 11:22:00,21
12.95,12.95,12.95,12.95,2021-01-05 11:23:00,9
12.95,12.95,12.95,12.95,2021-01-05 11:24:00,6
13.0,12.95,12.95,13.0,2021-01-05 11:25:00,47
13.0,12.95,12.95,12.95,2021-01-05 11:26:00,14
13.0,12.95,12.95,12.95,2021-01-05 11:27:00,7
12.95,12.95,12.95,12.95,2021-01-05 11:28:00,22
12.95,12.95,12.95,12.95,2021-01-05 11:29:00,5
13.0,13.0,13.0,13.0,2021-01-05 11:30:00,17
13.0,12.95,12.95,12.95,2021-01-05 11:31:00,20
13.0,13.0,12.95,12.95,2021-01-05 11:32:00,11
13.0,12.95,12.95,13.0,2021-01-05 11:33:00,18
13.0,13.0,12.95,12.95,2021-01-05 11:34:00,9
13.0,13.0,13.0,13.0,2021-01-05 11:35:00,1
13.0,13.0,12.95,12.95,2021-01-05 11:36:00,40
13.0,13.0,13.0,13.0,2021-01-05 11:37:00,2
13.0,12.95,12.95,12.95,2021-01-05 11:38:00,12
13.0,12.95,12.95,12.95,2021-01-05 11:39:00,22
13.0,13.0,13.0,13.0,2021-01-05 11:40:00,15
13.0,13.0,13.0,13.0,2021-01-05 11:41:00,27
13.0,13.0,12.95,12.95,2021-01-05 11:42:00,26
13.0,13.0,12.95,12.95,2021-01-05 11:43:00,578
13.0,12.95,12.95,13.0,2021-01-05 11:44:00,171
13.0,12.95,12.95,13.0,2021-01-05 11:45:00,21
13.0,13.0,12.95,12.95,2021-01-05 11:46:00,24
13.0,12.95,12.95,13.0,2021-01-05 11:47:00,160
13.0,12.95,12.95,13.0,2021-01-05 11:48:00,43
13.0,12.95,12.95,12.95,2021-01-05 11:49:00,34
13.0,12.95,12.95,13.0,2021-01-05 11:50:00,32
12.95,12.95,12.95,12.95,2021-01-05 11:51:00,12
13.0,12.95,12.95,13.0,2021-01-05 11:52:00,19
13.0,12.95,12.95,13.0,2021-01-05 11:53:00,15
13.0,13.0,13.0,13.0,2021-01-05 11:54:00,6
13.0,13.0,12.95,12.95,2021-01-05 11:55:00,49
13.0,12.95,12.95,13.0,2021-01-05 11:56:00,28
13.0,13.0,13.0,13.0,2021-01-05 11:57:00,10
13.0,13.0,12.95,12.95,2021-01-05 11:58:00,12
13.0,13.0,12.95,12.95,2021-01-05 11:59:00,41
13.0,12.95,12.95,13.0,2021-01-05 12:00:00,20
13.0,13.0,12.95,13.0,2021-01-05 12:01:00,20
13.0,13.0,12.95,13.0,2021-01-05 12:02:00,15
13.0,13.0,12.95,13.0,2021-01-05 12:03:00,37
13.0,13.0,12.95,12.95,2021-01-05 12:04:00,56
13.0,13.0,12.95,13.0,2021-01-05 12:05:00,20
