High,Open,Low,Close,ts,Volume
109.5,109.0,109.0,109.5,2021-01-04 09:01:00,255
109.5,109.5,109.5,109.5,2021-01-04 09:02:00,13
109.5,109.5,109.5,109.5,2021-01-04 09:03:00,51
109.5,109.5,109.5,109.5,2021-01-04 09:04:00,11
109.5,109.5,109.5,109.5,2021-01-04 09:05:00,1
109.5,109.5,109.5,109.5,2021-01-04 09:06:00,1
109.5,109.5,109.5,109.5,2021-01-04 09:08:00,2
109.5,109.0,109.0,109.5,2021-01-04 09:09:00,4
109.5,109.0,109.0,109.5,2021-01-04 09:10:00,11
109.5,109.0,109.0,109.0,2021-01-04 09:11:00,8
109.5,109.0,109.0,109.5,2021-01-04 09:12:00,5
109.5,109.5,109.5,109.5,2021-01-04 09:13:00,1
109.5,109.0,109.0,109.5,2021-01-04 09:14:00,8
109.5,109.5,109.5,109.5,2021-01-04 09:15:00,5
109.5,109.5,109.0,109.5,2021-01-04 09:16:00,28
109.0,109.0,109.0,109.0,2021-01-04 09:18:00,2
109.0,109.0,109.0,109.0,2021-01-04 09:19:00,1
109.0,109.0,109.0,109.0,2021-01-04 09:20:00,9
109.5,109.0,109.0,109.5,2021-01-04 09:21:00,302
109.5,109.5,109.0,109.0,2021-01-04 09:22:00,3
109.5,109.5,109.0,109.0,2021-01-04 09:23:00,4
109.0,109.0,109.0,109.0,2021-01-04 09:24:00,7
109.5,109.5,109.5,109.5,2021-01-04 09:25:00,1
109.0,109.0,109.0,109.0,2021-01-04 09:26:00,2
109.5,109.5,109.0,109.0,2021-01-04 09:27:00,12
109.5,109.0,109.0,109.0,2021-01-04 09:28:00,17
109.5,109.5,109.0,109.0,2021-01-04 09:29:00,9
109.5,109.5,109.0,109.0,2021-01-04 09:30:00,8
109.5,109.5,109.0,109.0,2021-01-04 09:31:00,12
109.5,109.5,109.0,109.0,2021-01-04 09:32:00,10
109.5,109.5,109.0,109.0,2021-01-04 09:33:00,15
109.5,109.5,109.0,109.5,2021-01-04 09:34:00,17
109.5,109.0,109.0,109.0,2021-01-04 09:35:00,13
109.5,109.5,109.0,109.0,2021-01-04 09:36:00,11
109.5,109.5,109.0,109.0,2021-01-04 09:37:00,13
109.5,109.5,109.0,109.5,2021-01-04 09:38:00,12
109.5,109.0,109.0,109.0,2021-01-04 09:39:00,12
109.5,109.5,109.0,109.0,2021-01-04 09:40:00,11
109.5,109.0,109.0,109.5,2021-01-04 09:41:00,12
109.5,109.0,109.0,109.5,2021-01-04 09:42:00,77
109.5,109.0,109.0,109.0,2021-01-04 09:43:00,71
109.5,109.0,109.0,109.5,2021-01-04 09:44:00,47
109.5,109.0,109.0,109.5,2021-01-04 09:45:00,9
109.5,109.0,109.0,109.5,2021-01-04 09:46:00,11
109.5,109.5,109.0,109.0,2021-01-04 09:47:00,22
109.5,109.5,109.0,109.0,2021-01-04 09:48:00,13
109.5,109.0,109.0,109.5,2021-01-04 09:49:00,469
109.5,109.0,109.0,109.0,2021-01-04 09:50:00,8
109.0,109.0,109.0,109.0,2021-01-04 09:51:00,37
109.0,109.0,109.0,109.0,2021-01-04 09:52:00,6
109.5,109.0,109.0,109.0,2021-01-04 09:53:00,6
109.5,109.0,109.0,109.5,2021-01-04 09:54:00,9
109.5,109.0,109.0,109.0,2021-01-04 09:55:00,6
109.5,109.0,109.0,109.0,2021-01-04 09:56:00,7
109.5,109.0,109.0,109.5,2021-01-04 09:57:00,8
109.5,109.0,109.0,109.5,2021-01-04 09:58:00,7
109.5,109.0,109.0,109.5,2021-01-04 09:59:00,8
109.0,109.0,109.0,109.0,2021-01-04 10:00:00,3
109.5,109.0,109.0,109.0,2021-01-04 10:01:00,19
109.5,109.5,109.0,109.0,2021-01-04 10:02:00,4
109.5,109.5,109.0,109.0,2021-01-04 10:03:00,9
109.5,109.0,109.0,109.0,2021-01-04 10:04:00,5
109.5,109.0,109.0,109.0,2021-01-04 10:05:00,6
109.5,109.0,109.0,109.0,2021-01-04 10:06:00,6
109.5,109.0,109.0,109.0,2021-01-04 10:07:00,13
109.5,109.0,109.0,109.0,2021-01-04 10:08:00,8
109.5,109.0,109.0,109.0,2021-01-04 10:09:00,14
109.5,109.0,109.0,109.5,2021-01-04 10:10:00,8
109.5,109.5,109.0,109.0,2021-01-04 10:11:00,22
109.5,109.5,109.0,109.0,2021-01-04 10:12:00,7
109.5,109.5,109.0,109.0,2021-01-04 10:13:00,5
109.5,109.0,109.0,109.0,2021-01-04 10:14:00,35
109.5,109.0,109.0,109.0,2021-01-04 10:15:00,4
109.5,109.5,109.0,109.5,2021-01-04 10:16:00,8
109.5,109.0,109.0,109.0,2021-01-04 10:17:00,10
109.5,109.0,109.0,109.0,2021-01-04 10:18:00,7
109.5,109.5,109.0,109.5,2021-01-04 10:19:00,12
109.5,109.0,109.0,109.5,2021-01-04 10:20:00,13
109.5,109.0,109.0,109.5,2021-01-04 10:21:00,11
109.0,109.0,109.0,109.0,2021-01-04 10:22:00,3
109.5,109.5,109.0,109.5,2021-01-04 10:23:00,15
109.5,109.0,109.0,109.0,2021-01-04 10:24:00,7
109.5,109.5,109.0,109.0,2021-01-04 10:25:00,8
109.5,109.0,109.0,109.5,2021-01-04 10:26:00,10
