Gmt time,Open,High,Low,Close,Volume
04.01.2021 00:00:00.000,12.4,12.4,11.85,11.9,0.0
05.01.2021 00:00:00.000,11.9,12.0,11.45,11.55,0.0
06.01.2021 00:00:00.000,11.55,11.8,11.0,11.2,0.0
07.01.2021 00:00:00.000,11.15,11.3,11.0,11.1,0.0
08.01.2021 00:00:00.000,11.1,11.4,10.9,11.25,0.0
11.01.2021 00:00:00.000,11.2,11.35,11.0,11.1,0.0
12.01.2021 00:00:00.000,11.1,11.15,10.55,10.55,0.0
13.01.2021 00:00:00.000,10.65,10.95,10.6,10.65,0.0
14.01.2021 00:00:00.000,10.7,10.7,10.4,10.5,0.0
15.01.2021 00:00:00.000,10.5,10.55,10.0,10.1,0.0
18.01.2021 00:00:00.000,10.15,10.4,9.8,10.25,0.0
19.01.2021 00:00:00.000,10.15,10.45,10.0,10.15,0.0
20.01.2021 00:00:00.000,10.15,10.15,9.72,9.76,0.0
21.01.2021 00:00:00.000,10.15,10.7,10.15,10.7,0.0
22.01.2021 00:00:00.000,11.0,11.05,10.15,10.35,0.0
25.01.2021 00:00:00.000,10.35,10.35,10.05,10.15,0.0
26.01.2021 00:00:00.000,10.2,10.2,10.0,10.05,0.0
27.01.2021 00:00:00.000,10.05,10.4,10.05,10.15,0.0
28.01.2021 00:00:00.000,10.05,10.15,9.96,10.0,0.0
29.01.2021 00:00:00.000,10.05,10.15,9.93,9.93,0.0
01.02.2021 00:00:00.000,9.93,10.05,9.82,9.98,0.0
02.02.2021 00:00:00.000,10.15,10.15,9.99,10.1,0.0
03.02.2021 00:00:00.000,10.2,10.4,10.1,10.2,0.0
04.02.2021 00:00:00.000,10.2,10.35,10.15,10.25,0.0
05.02.2021 00:00:00.000,10.25,10.35,10.2,10.25,0.0
17.02.2021 00:00:00.000,10.45,10.75,10.35,10.65,0.0
18.02.2021 00:00:00.000,10.85,11.2,10.85,10.95,0.0
19.02.2021 00:00:00.000,10.95,10.95,10.7,10.85,0.0
22.02.2021 00:00:00.000,11.05,11.2,10.85,10.95,0.0
23.02.2021 00:00:00.000,11.0,11.35,10.9,11.25,0.0
24.02.2021 00:00:00.000,11.4,11.4,10.9,10.95,0.0
25.02.2021 00:00:00.000,11.1,11.75,11.0,11.55,0.0
26.02.2021 00:00:00.000,11.8,12.35,11.7,11.95,0.0
02.03.2021 00:00:00.000,12.15,12.4,11.5,11.6,0.0
03.03.2021 00:00:00.000,11.6,11.9,11.35,11.8,0.0
04.03.2021 00:00:00.000,11.8,12.1,11.65,12.05,0.0
05.03.2021 00:00:00.000,12.3,12.4,11.8,11.85,0.0
08.03.2021 00:00:00.000,12.1,12.35,11.9,12.1,0.0
09.03.2021 00:00:00.000,12.2,12.5,12.1,12.45,0.0
10.03.2021 00:00:00.000,12.5,12.55,12.05,12.2,0.0
11.03.2021 00:00:00.000,12.3,12.4,12.0,12.0,0.0
12.03.2021 00:00:00.000,12.2,12.25,12.05,12.1,0.0
15.03.2021 00:00:00.000,12.1,12.2,12.0,12.05,0.0
16.03.2021 00:00:00.000,12.15,12.15,11.85,11.95,0.0
17.03.2021 00:00:00.000,11.95,11.95,11.75,11.8,0.0
18.03.2021 00:00:00.000,11.85,12.1,11.75,12.05,0.0
19.03.2021 00:00:00.000,12.1,12.3,11.9,11.95,0.0
22.03.2021 00:00:00.000,12.05,12.45,11.95,12.3,0.0
23.03.2021 00:00:00.000,12.65,12.8,12.45,12.5,0.0
24.03.2021 00:00:00.000,12.5,13.25,12.25,13.1,0.0
25.03.2021 00:00:00.000,13.3,14.3,13.2,13.3,0.0
26.03.2021 00:00:00.000,13.5,13.65,13.05,13.15,0.0
29.03.2021 00:00:00.000,13.5,14.0,13.45,13.6,0.0
30.03.2021 00:00:00.000,13.6,13.65,13.35,13.35,0.0
31.03.2021 00:00:00.000,13.45,13.6,13.1,13.2,0.0
01.04.2021 00:00:00.000,13.25,13.9,13.05,13.8,0.0
06.04.2021 00:00:00.000,13.9,14.8,13.5,14.6,0.0
07.04.2021 00:00:00.000,14.5,14.7,14.1,14.5,0.0
08.04.2021 00:00:00.000,14.6,15.95,14.55,15.95,0.0
09.04.2021 00:00:00.000,16.35,17.45,15.9,16.3,0.0
12.04.2021 00:00:00.000,17.0,17.9,17.0,17.9,0.0
13.04.2021 00:00:00.000,19.65,19.65,19.65,19.65,0.0
14.04.2021 00:00:00.000,19.6,19.6,17.95,19.35,0.0
15.04.2021 00:00:00.000,19.65,21.05,19.65,20.1,0.0
16.04.2021 00:00:00.000,20.0,21.15,19.7,21.05,0.0
19.04.2021 00:00:00.000,21.15,23.15,21.05,23.15,0.0
20.04.2021 00:00:00.000,23.65,24.55,22.75,23.95,0.0
21.04.2021 00:00:00.000,23.95,26.3,23.9,26.3,0.0
22.04.2021 00:00:00.000,28.5,28.5,26.4,26.7,0.0
23.04.2021 00:00:00.000,26.7,26.7,24.15,25.2,0.0
26.04.2021 00:00:00.000,25.4,26.15,25.0,26.15,0.0
27.04.2021 00:00:00.000,26.5,27.5,26.1,27.0,0.0
28.04.2021 00:00:00.000,27.2,28.5,27.2,27.45,0.0
29.04.2021 00:00:00.000,27.3,27.3,25.9,26.0,0.0
03.05.2021 00:00:00.000,26.0,26.0,24.05,24.05,0.0
04.05.2021 00:00:00.000,24.05,24.1,21.65,21.65,0.0
05.05.2021 00:00:00.000,20.95,23.4,20.9,22.9,0.0
06.05.2021 00:00:00.000,23.35,24.4,22.2,23.1,0.0
07.05.2021 00:00:00.000,23.55,23.8,21.65,23.15,0.0
10.05.2021 00:00:00.000,25.0,25.45,24.35,25.45,0.0
11.05.2021 00:00:00.000,25.6,27.95,24.95,27.0,0.0
12.05.2021 00:00:00.000,27.5,27.55,24.3,24.3,0.0
13.05.2021 00:00:00.000,21.9,23.9,21.9,21.9,0.0
14.05.2021 00:00:00.000,22.25,22.8,19.75,19.95,0.0
17.05.2021 00:00:00.000,18.2,21.3,18.15,20.15,0.0
18.05.2021 00:00:00.000,21.3,22.15,20.0,22.15,0.0
19.05.2021 00:00:00.000,21.85,23.9,21.6,22.25,0.0
20.05.2021 00:00:00.000,22.0,22.45,21.0,21.1,0.0
21.05.2021 00:00:00.000,21.85,22.7,21.15,22.1,0.0
24.05.2021 00:00:00.000,22.1,23.9,22.05,22.9,0.0
25.05.2021 00:00:00.000,23.1,23.9,22.1,22.55,0.0
